,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,48.09,48.09,48.09,48.09,48.09,48.09,48.09,48.09
Public,51.91,51.91,51.91,51.91,51.91,51.91,51.9,51.91
No. of Shareholders,1781.0,1771.0,1777.0,1781.0,1825.0,1929.0,2243.0,2409.0
