,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,100.0,114,316,26,697
Inventory Days,33.0,25,44,3,10
Days Payable,67.0,62,365,3,237
Cash Conversion Cycle,67.0,78,-4,26,471
Working Capital Days,73.0,86,37,48,663
ROCE %,,22,155,113,-32
