,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-10,-7,31,-984,79
Cash from Investing Activity,-1,-2,-21,-43,-29
Cash from Financing Activity,13,9,74,1027,-52
Net Cash Flow,2,0,84,0,-2
