,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.85,61.24,60.77,60.55,60.61,60.61,60.6,51.09
FIIs,0.0,0.01,0.0,0.0,0.0,0.21,0.08,4.18
DIIs,0.01,0.06,0.06,0.06,0.06,0.13,0.17,1.45
Public,38.14,38.69,39.16,39.39,39.33,39.05,39.14,43.28
No. of Shareholders,4824.0,6729.0,6671.0,6756.0,7965.0,19779.0,29688.0,53111.0
