,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,8,8
Reserves,44,49,49,49,51,54,54,56,57,59,144,229,343
Borrowings,0,0,0,7,40,41,23,13,4,4,5,34,50
Other Liabilities,9,9,0,0,5,6,5,5,12,4,22,26,52
Total Liabilities,56,61,52,61,100,104,86,78,77,71,174,297,458
Fixed Assets,0,0,0,0,0,0,0,0,1,0,67,65,85
CWIP,0,0,0,0,0,0,0,0,0,0,0,2,0
Investments,40,40,14,15,0,2,2,2,1,1,2,4,11
Other Assets,16,21,39,46,100,102,84,76,76,70,106,225,362
Total Assets,56,61,52,61,100,104,86,78,77,71,174,297,458
