,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,14128,-5978,17364,10966,14042,2679,3563
Cash from Investing Activity,-4918,-1027,-494,-3790,-2833,-2960,-11996
Cash from Financing Activity,-6974,6742,-12220,-12539,-9598,10211,6509
Net Cash Flow,2236,-263,4649,-5363,1610,9929,-1924
