,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Revenue,3925,4101,3993,4089,4101,4429,4554,4922,5470,5912,6424,6869,7356
Interest,2140,2208,2032,1904,1828,1849,1884,2170,2467,2626,2827,3122,3406
Expenses,1814,2441,2724,3893,2823,2958,3031,2957,3304,3612,3901,4114,4377
Financing Profit,-29,-548,-763,-1708,-550,-378,-361,-205,-301,-326,-303,-367,-427
Financing Margin %,-1,-13,-19,-42,-13,-9,-8,-4,-6,-6,-5,-5,-6
Other Income,166,739,818,842,730,769,831,856,1061,1152,1398,1364,1410
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,137,190,55,-865,179,391,470,650,760,827,1094,996,983
Tax %,20,28,-147,28,38,26,25,25,25,25,25,27,24
Net Profit,109,137,137,-621,111,290,352,485,567,617,816,732,747
EPS in Rs,0.19,0.24,0.24,-1.00,0.18,0.47,0.57,0.78,0.91,0.99,1.23,1.10,1.11
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
