,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,22,22,22,22,22,22,22,22,22,22,22,22,22
Reserves,626,632,679,694,756,833,879,933,1003,1067,1229,1300,1302
Borrowings,352,277,195,152,70,53,47,38,23,13,15,68,67
Other Liabilities,224,179,174,180,168,213,216,238,216,238,257,233,210
Total Liabilities,1224,1110,1070,1049,1016,1119,1164,1231,1264,1340,1523,1623,1601
Fixed Assets,701,670,596,612,602,569,575,548,528,492,476,645,722
CWIP,21,3,22,12,2,6,4,2,3,2,68,106,85
Investments,3,3,9,9,80,98,87,168,262,302,260,344,279
Other Assets,499,433,443,416,333,447,499,513,471,545,718,528,516
Total Assets,1224,1110,1070,1049,1016,1119,1164,1231,1264,1340,1523,1623,1601
