,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-17,-5,-11,-5
Cash from Investing Activity,0,-2,-3,10
Cash from Financing Activity,18,8,-18,13
Net Cash Flow,0,1,-32,18
