,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,27.23,27.23,27.23,27.23,12.25,12.25
Public,72.77,72.77,72.77,70.33,86.65,86.66
Others,0.0,0.0,0.0,2.43,1.09,1.09
No. of Shareholders,593.0,616.0,627.0,617.0,689.0,810.0
