,2022-03-01,2023-03-01
Debtor Days,29.56,31.42
Inventory Days,7.12,8.8
Days Payable,14.12,1.18
Cash Conversion Cycle,22.56,39.04
Working Capital Days,97.05,77.86
ROCE %,,11.65
