,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.01,22.01,22.01
Reserves,0.88,2.39,2.96
Borrowings,0.85,1.26,2.69
Other Liabilities,3.09,1.62,17.79
Total Liabilities,14.83,27.28,45.45
Fixed Assets,1.59,2.32,2.25
CWIP,0.0,0.0,0.0
Investments,0.0,0.0,0.0
Other Assets,13.24,24.96,43.2
Total Assets,14.83,27.28,45.45
