,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,183.61,285.74,722.94,2780.72,10445.95
Inventory Days,339.03,246.62,3666.29,3716.97,
Days Payable,568.48,1408.21,3588.08,2370.83,
Cash Conversion Cycle,-45.83,-875.84,801.15,4126.87,10445.95
Working Capital Days,151.96,116.68,951.56,3909.34,14762.22
ROCE %,,-32.51,1.13,17.6,3.18
