,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,70.81,70.75,70.56,70.39
Public,28.67,28.67,28.67,28.67,28.67,28.67,28.67,28.67,29.19,29.25,29.44,29.61
No. of Shareholders,82.0,93.0,93.0,69.0,53.0,57.0,97.0,208.0,174.0,185.0,215.0,213.0
