,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,28,28,28,28,28,28,28,28,28,28,28,28
Reserves,214,229,259,277,311,380,461,553,582,489,531,613,687
Borrowings,84,40,16,31,14,0,0,86,269,353,298,352,529
Other Liabilities,106,112,146,163,231,201,284,404,364,223,371,421,559
Total Liabilities,432,409,449,499,585,609,773,1071,1243,1094,1229,1415,1804
Fixed Assets,83,78,85,71,67,61,77,117,371,288,265,309,441
CWIP,1,4,1,1,1,1,3,6,3,2,7,15,12
Investments,0,0,0,0,0,68,72,1,41,141,42,23,3
Other Assets,348,328,363,427,517,479,621,948,829,662,915,1067,1347
Total Assets,432,409,449,499,585,609,773,1071,1243,1094,1229,1415,1804
