,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.43,26.83,29.68,7.98,21.89,22.09,32.82,16.98,16.95,19.99,20.15,31.27,39.53
Expenses,9.42,23.93,28.59,7.28,16.83,16.57,25.06,11.18,12.01,12.81,14.79,22.41,24.68
Operating Profit,1.01,2.9,1.09,0.7,5.06,5.52,7.76,5.8,4.94,7.18,5.36,8.86,14.85
OPM %,9.68,10.81,3.67,8.77,23.12,24.99,23.64,34.16,29.14,35.92,26.6,28.33,37.57
Other Income,0.67,0.06,0.82,1.0,0.89,0.21,0.39,0.44,0.4,0.5,1.14,0.9,0.72
Interest,0.29,0.15,0.15,0.09,2.08,2.51,3.62,3.33,3.49,2.65,2.68,2.95,3.14
Depreciation,0.08,0.14,0.14,0.21,0.2,0.23,0.2,0.18,0.17,0.16,0.21,0.2,0.20
Profit before tax,1.31,2.67,1.62,1.4,3.67,2.99,4.33,2.73,1.68,4.87,3.61,6.61,12.23
Tax %,27.48,39.33,33.33,34.29,34.88,33.44,30.95,29.67,28.57,27.31,23.27,27.23,
Net Profit,0.95,1.62,1.08,0.92,2.4,2.0,2.98,1.92,1.2,3.54,2.77,4.82,8.98
EPS in Rs,0.34,0.58,0.39,0.33,0.86,0.71,1.06,0.69,0.43,1.26,0.99,1.72,3.21
