,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.27,-3.09,-2.51,4.84
Cash from Investing Activity,-0.01,-1.14,-3.71,-2.78
Cash from Financing Activity,0.42,6.19,7.49,-5.51
Net Cash Flow,0.15,1.96,1.27,-3.44
